Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
202511,01,047,3,6,Dallas County                                               ,6,6,668163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,049,3,6,DeKalb County                                               ,43,43,6579436,0,0,0,0,0,0,0,0,0,39,39,5512678,0,0,0,0,0,0,0,0,0
202511,01,051,3,6,Elmore County                                               ,131,131,28170247,0,0,0,0,0,0,0,0,0,110,110,22934577,0,0,0,0,0,0,0,0,0
202511,01,053,3,6,Escambia County                                             ,8,8,983889,0,0,0,0,0,0,0,0,0,2,2,250803,0,0,0,0,0,0,0,0,0
202511,01,055,3,6,Etowah County                                               ,96,96,23536868,0,0,0,0,0,0,0,0,0,96,96,23536868,0,0,0,0,0,0,0,0,0
202511,01,057,3,6,Fayette County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,059,3,6,Franklin County                                             ,15,15,2402042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,061,3,6,Geneva County                                               ,17,17,2667600,0,0,0,2,6,525000,0,0,0,7,7,1410000,0,0,0,0,0,0,0,0,0
202511,01,063,3,6,Greene County                                               ,1,1,393000,0,0,0,0,0,0,0,0,0,1,1,393000,0,0,0,0,0,0,0,0,0
202511,01,065,3,6,Hale County                                                 ,6,6,1406144,0,0,0,0,0,0,0,0,0,6,6,1406144,0,0,0,0,0,0,0,0,0
202511,01,067,3,6,Henry County                                                ,59,59,12094568,0,0,0,0,0,0,0,0,0,58,58,11806980,0,0,0,0,0,0,0,0,0
202511,01,069,3,6,Houston County                                              ,285,285,82523054,6,12,1350000,1,4,615150,8,120,11213216,165,165,54641414,6,12,1350000,1,4,615150,8,120,11213216
202511,01,071,3,6,Jackson County                                              ,46,46,13522665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,073,3,6,Jefferson County                                            ,1523,1523,564762468,9,18,9284663,1,3,816063,23,711,130193134,1301,1301,524321680,0,0,0,1,3,816063,7,308,56146793
202511,01,075,3,6,Lamar County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,077,3,6,Lauderdale County                                           ,103,103,10402079,1,2,200000,25,96,8053938,18,105,11109090,90,90,9752079,1,2,200000,25,96,8053938,18,105,11109090
202511,01,079,3,6,Lawrence County                                             ,3,3,571386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,081,3,6,Lee County                                                  ,1352,1352,391491154,12,24,3089999,0,0,0,0,0,0,1352,1352,391491154,12,24,3089999,0,0,0,0,0,0
202511,01,083,3,6,Limestone County                                            ,408,408,119456503,1,2,159080,0,0,0,0,0,0,404,404,118604623,1,2,159080,0,0,0,0,0,0
202511,01,085,3,6,Lowndes County                                              ,1,1,277700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,087,3,6,Macon County                                                ,7,7,2879299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,089,3,6,Madison County                                              ,2686,2686,743152462,3,6,969456,18,72,11072706,47,541,59101279,1301,1301,403110842,3,6,969456,18,72,11072706,47,541,59101279
202511,01,091,3,6,Marengo County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,093,3,6,Marion County                                               ,24,24,4754460,0,0,0,0,0,0,0,0,0,24,24,4754460,0,0,0,0,0,0,0,0,0
202511,01,095,3,6,Marshall County                                             ,173,173,36582367,0,0,0,0,0,0,0,0,0,142,142,31430816,0,0,0,0,0,0,0,0,0
202511,01,097,3,6,Mobile County                                               ,894,894,255199688,5,10,867000,1,4,700000,19,102,21400000,884,884,252714716,5,10,867000,1,4,700000,19,102,21400000
202511,01,099,3,6,Monroe County                                               ,4,4,1121716,0,0,0,0,0,0,10,50,11458330,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,101,3,6,Montgomery County                                           ,436,436,111290278,0,0,0,0,0,0,1,264,17625000,436,436,111290278,0,0,0,0,0,0,1,264,17625000
202511,01,103,3,6,Morgan County                                               ,252,252,53299415,0,0,0,0,0,0,0,0,0,218,218,45592727,0,0,0,0,0,0,0,0,0
202511,01,105,3,6,Perry County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,107,3,6,Pickens County                                              ,4,4,535500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,109,3,6,Pike County                                                 ,24,24,7117682,0,0,0,0,0,0,0,0,0,24,24,7117682,0,0,0,0,0,0,0,0,0
202511,01,111,3,6,Randolph County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,113,3,6,Russell County                                              ,133,133,30379307,2,4,610000,0,0,0,0,0,0,133,133,30379307,2,4,610000,0,0,0,0,0,0
202511,01,115,3,6,St. Clair County                                            ,385,385,87250899,0,0,0,0,0,0,0,0,0,371,371,83760954,0,0,0,0,0,0,0,0,0
202511,01,117,3,6,Shelby County                                               ,924,924,262453070,0,0,0,0,0,0,0,0,0,887,887,252775194,0,0,0,0,0,0,0,0,0
202511,01,119,3,6,Sumter County                                               ,2,2,605282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,121,3,6,Talladega County                                            ,112,112,22310142,0,0,0,0,0,0,9,66,10553990,108,108,21159790,0,0,0,0,0,0,9,66,10553990
202511,01,123,3,6,Tallapoosa County                                           ,212,212,127070886,0,0,0,0,0,0,0,0,0,211,211,126784452,0,0,0,0,0,0,0,0,0
202511,01,125,3,6,Tuscaloosa County                                           ,461,461,137463911,9,18,2298277,9,30,5254115,10,55,8458352,188,188,59158919,1,2,686269,0,0,0,0,0,0
202511,01,127,3,6,Walker County                                               ,12,12,4619184,0,0,0,0,0,0,0,0,0,12,12,4619184,0,0,0,0,0,0,0,0,0
202511,01,129,3,6,Washington County                                           ,1,1,525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,131,3,6,Wilcox County                                               ,1,1,188600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,01,133,3,6,Winston County                                              ,1,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,02,013,4,9,Aleutians East Borough                                      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,02,016,4,9,Aleutians West Census Area                                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,02,020,4,9,Anchorage Municipality                                      ,148,148,82963760,15,30,8340554,5,16,3884817,7,55,10980090,127,127,74222839,11,22,6664504,3,10,2989083,5,36,7476952
202511,02,050,4,9,Bethel Census Area                                          ,8,8,2491864,0,0,0,0,0,0,0,0,0,8,8,2491864,0,0,0,0,0,0,0,0,0
202511,02,060,4,9,Bristol Bay Borough                                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,02,063,4,9,Chugach Census Area                                         ,16,16,3873333,0,0,0,0,0,0,0,0,0,5,5,1625000,0,0,0,0,0,0,0,0,0
202511,02,070,4,9,Dillingham Census Area                                      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,02,090,4,9,Fairbanks North Star Borough                                ,8,8,3391275,2,4,900000,0,0,0,1,5,1093750,6,6,2391275,0,0,0,0,0,0,0,0,0
202511,02,100,4,9,Haines Borough                                              ,8,8,2372151,0,0,0,0,0,0,0,0,0,8,8,2372151,0,0,0,0,0,0,0,0,0
202511,02,105,4,9,Hoonah-Angoon Census Area                                   ,18,18,5457053,0,0,0,0,0,0,0,0,0,17,17,5040818,0,0,0,0,0,0,0,0,0
202511,02,110,4,9,Juneau City and Borough                                     ,30,30,5997031,3,6,959560,3,12,980754,3,65,5732229,30,30,5997031,3,6,959560,3,12,980754,3,65,5732229
202511,02,122,4,9,Kenai Peninsula Borough                                     ,144,144,49771514,7,14,2225000,3,11,1744196,1,24,3225180,132,132,46273112,7,14,2225000,3,11,1744196,1,24,3225180
202511,02,130,4,9,Ketchikan Gateway Borough                                   ,26,26,7948918,4,8,1596636,3,10,1803577,3,16,3372130,26,26,7948918,4,8,1596636,3,10,1803577,3,16,3372130
202511,02,150,4,9,Kodiak Island Borough                                       ,9,9,3866686,0,0,0,0,0,0,0,0,0,9,9,3866686,0,0,0,0,0,0,0,0,0
202511,02,170,4,9,Matanuska-Susitna Borough                                   ,28,28,9212820,9,18,3701871,0,0,0,4,20,3112220,20,20,6265204,1,2,399159,0,0,0,0,0,0
202511,02,180,4,9,Nome Census Area                                            ,2,2,664800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,02,185,4,9,North Slope Borough                                         ,5,5,1722026,0,0,0,0,0,0,0,0,0,5,5,1722026,0,0,0,0,0,0,0,0,0
202511,02,188,4,9,Northwest Arctic Borough                                    ,2,2,332806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,02,195,4,9,Petersburg Borough                                          ,5,5,1995315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,02,198,4,9,Prince of Wales-Hyder Census Area                           ,1,1,359539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,02,220,4,9,Sitka City and Borough                                      ,10,10,2179976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,02,230,4,9,Skagway Municipality                                        ,6,6,1615519,2,4,755800,0,0,0,0,0,0,6,6,1615519,2,4,755800,0,0,0,0,0,0
202511,02,275,4,9,Wrangell City and Borough                                   ,1,1,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,02,282,4,9,Yakutat City and Borough                                    ,3,3,579501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,02,290,4,9,Yukon-Koyukuk Census Area                                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,04,001,4,8,Apache County                                               ,108,108,22918341,1,2,260663,1,3,256167,0,0,0,104,104,21806423,1,2,260663,1,3,256167,0,0,0
202511,04,003,4,8,Cochise County                                              ,387,387,60309803,0,0,0,4,16,800000,0,0,0,375,375,58286204,0,0,0,4,16,800000,0,0,0
202511,04,005,4,8,Coconino County                                             ,358,358,135960444,13,26,3823057,2,6,1291073,7,183,23020000,262,262,102488395,12,24,3803057,2,6,1291073,7,183,23020000
202511,04,007,4,8,Gila County                                                 ,166,166,51822354,0,0,0,0,0,0,0,0,0,127,127,41243347,0,0,0,0,0,0,0,0,0
202511,04,009,4,8,Graham County                                               ,187,187,50807588,12,24,3488637,2,8,1318587,0,0,0,187,187,50807588,12,24,3488637,2,8,1318587,0,0,0
202511,04,011,4,8,Greenlee County                                             ,18,18,4294156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,04,012,4,8,La Paz County                                               ,55,55,8498571,0,0,0,0,0,0,0,0,0,43,43,7090000,0,0,0,0,0,0,0,0,0
202511,04,013,4,8,Maricopa County                                             ,15916,15916,5478957509,431,862,113269265,43,159,39037744,273,9934,1851891865,15733,15733,5441127178,425,850,111711185,43,159,39037744,249,8639,1641135289
202511,04,015,4,8,Mohave County                                               ,1662,1662,352046074,17,34,3526761,1,3,192850,4,64,1731996,1481,1481,314235173,15,30,3059637,1,3,192850,4,64,1731996
202511,04,017,4,8,Navajo County                                               ,398,398,124122120,7,14,2145852,3,12,809084,0,0,0,362,362,111872580,5,10,1607012,3,12,809084,0,0,0
202511,04,019,4,8,Pima County                                                 ,3352,3352,1234765419,18,36,4474308,0,0,0,39,601,89684554,2608,2608,1045309833,3,6,908409,0,0,0,3,30,3995087
202511,04,021,4,8,Pinal County                                                ,6120,6120,1307091152,16,32,8579017,2,7,418506,21,1160,87558437,5789,5789,1254386578,15,30,8411893,1,4,222166,21,1160,87558437
202511,04,023,4,8,Santa Cruz County                                           ,328,328,80965561,0,0,0,0,0,0,0,0,0,328,328,80965561,0,0,0,0,0,0,0,0,0
202511,04,025,4,8,Yavapai County                                              ,1222,1222,491060189,25,50,8508273,4,15,3272532,8,304,49719684,1189,1189,481779680,25,50,8508273,4,15,3272532,8,304,49719684
202511,04,027,4,8,Yuma County                                                 ,732,732,142208757,3,6,989272,9,35,2658671,17,228,23735020,732,732,142208757,3,6,989272,9,35,2658671,17,228,23735020
202511,05,001,3,7,Arkansas County                                             ,15,15,2168139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,003,3,7,Ashley County                                               ,2,2,605282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,005,3,7,Baxter County                                               ,56,56,11281270,1,2,400000,1,4,450000,1,5,365000,48,48,9350000,1,2,400000,1,4,450000,1,5,365000
202511,05,007,3,7,Benton County                                               ,3704,3704,1231863517,163,326,59487174,2,8,1750817,73,1400,188306227,3046,3046,1065411803,133,266,50835734,2,8,1750817,40,1109,166322235
202511,05,009,3,7,Boone County                                                ,14,14,1412603,6,12,1916667,0,0,0,8,100,11526208,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,011,3,7,Bradley County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,013,3,7,Calhoun County                                              ,1,1,70500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,015,3,7,Carroll County                                              ,20,20,5535826,1,2,250000,0,0,0,0,0,0,4,4,620000,1,2,250000,0,0,0,0,0,0
202511,05,017,3,7,Chicot County                                               ,3,3,238641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,019,3,7,Clark County                                                ,6,6,1684510,0,0,0,0,0,0,0,0,0,6,6,1684510,0,0,0,0,0,0,0,0,0
202511,05,021,3,7,Clay County                                                 ,7,7,1341923,0,0,0,0,0,0,0,0,0,2,2,249100,0,0,0,0,0,0,0,0,0
202511,05,023,3,7,Cleburne County                                             ,5,5,1748045,0,0,0,0,0,0,0,0,0,2,2,425000,0,0,0,0,0,0,0,0,0
202511,05,025,3,7,Cleveland County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,027,3,7,Columbia County                                             ,16,16,1776000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,029,3,7,Conway County                                               ,20,20,3980282,0,0,0,0,0,0,0,0,0,9,9,2575000,0,0,0,0,0,0,0,0,0
202511,05,031,3,7,Craighead County                                            ,535,535,88212607,39,78,5560610,54,178,10238738,15,104,6940908,54,54,11967980,2,4,470476,4,15,1790300,1,9,1550097
202511,05,033,3,7,Crawford County                                             ,44,44,15126628,6,12,808000,1,4,323186,0,0,0,40,40,14200196,6,12,808000,1,4,323186,0,0,0
202511,05,035,3,7,Crittenden County                                           ,78,78,16180030,2,4,70000,0,0,0,0,0,0,57,57,10832900,2,4,70000,0,0,0,0,0,0
202511,05,037,3,7,Cross County                                                ,14,14,444448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,039,3,7,Dallas County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,041,3,7,Desha County                                                ,1,1,253217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,043,3,7,Drew County                                                 ,3,3,1354625,5,10,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,045,3,7,Faulkner County                                             ,388,388,89234691,8,16,1980000,1,3,250000,13,284,32324086,379,379,86665119,8,16,1980000,1,3,250000,13,284,32324086
202511,05,047,3,7,Franklin County                                             ,12,12,2696765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,049,3,7,Fulton County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,051,3,7,Garland County                                              ,96,96,32307688,2,4,560000,0,0,0,7,224,38133444,93,93,31451164,2,4,560000,0,0,0,7,224,38133444
202511,05,053,3,7,Grant County                                                ,31,31,4819537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,055,3,7,Greene County                                               ,113,113,22650067,17,34,3332530,0,0,0,0,0,0,109,109,21843400,17,34,3332530,0,0,0,0,0,0
202511,05,057,3,7,Hempstead County                                            ,2,2,605282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,059,3,7,Hot Spring County                                           ,7,7,2046832,0,0,0,0,0,0,0,0,0,7,7,2046832,0,0,0,0,0,0,0,0,0
202511,05,061,3,7,Howard County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,063,3,7,Independence County                                         ,4,4,1016292,0,0,0,0,0,0,5,27,1350000,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,065,3,7,Izard County                                                ,8,8,1998000,0,0,0,0,0,0,0,0,0,8,8,1998000,0,0,0,0,0,0,0,0,0
202511,05,067,3,7,Jackson County                                              ,9,9,2350846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,069,3,7,Jefferson County                                            ,46,46,7059682,5,10,885000,0,0,0,0,0,0,36,36,5574774,5,10,885000,0,0,0,0,0,0
202511,05,071,3,7,Johnson County                                              ,13,13,3032655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,073,3,7,Lafayette County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,075,3,7,Lawrence County                                             ,42,42,11771611,0,0,0,1,3,500000,2,10,1232610,1,1,275000,0,0,0,1,3,500000,0,0,0
202511,05,077,3,7,Lee County                                                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,079,3,7,Lincoln County                                              ,4,4,1102394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,081,3,7,Little River County                                         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,083,3,7,Logan County                                                ,3,3,524767,1,2,230188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,085,3,7,Lonoke County                                               ,149,149,27708645,17,34,4223094,5,17,1528080,0,0,0,147,147,27001057,17,34,4223094,5,17,1528080,0,0,0
202511,05,087,3,7,Madison County                                              ,21,21,5097288,0,0,0,0,0,0,0,0,0,21,21,5097288,0,0,0,0,0,0,0,0,0
202511,05,089,3,7,Marion County                                               ,171,171,23214367,0,0,0,0,0,0,0,0,0,169,169,22609085,0,0,0,0,0,0,0,0,0
202511,05,091,3,7,Miller County                                               ,27,27,8674423,4,8,2002140,0,0,0,0,0,0,27,27,8674423,4,8,2002140,0,0,0,0,0,0
202511,05,093,3,7,Mississippi County                                          ,54,54,9338486,0,0,0,0,0,0,1,10,110000,0,0,0,0,0,0,0,0,0,1,10,110000
202511,05,095,3,7,Monroe County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,099,3,7,Nevada County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,101,3,7,Newton County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,103,3,7,Ouachita County                                             ,1,1,83976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,105,3,7,Perry County                                                ,2,2,427588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,107,3,7,Phillips County                                             ,0,0,0,0,0,0,1,3,150000,0,0,0,0,0,0,0,0,0,1,3,150000,0,0,0
202511,05,111,3,7,Poinsett County                                             ,33,33,6484260,1,2,326000,2,7,458000,4,20,926668,16,16,2790000,1,2,326000,1,4,180000,0,0,0
202511,05,113,3,7,Polk County                                                 ,1,1,209076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,115,3,7,Pope County                                                 ,33,33,8636575,9,18,2543365,1,3,160000,0,0,0,27,27,7519075,9,18,2543365,1,3,160000,0,0,0
202511,05,117,3,7,Prairie County                                              ,2,2,724996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,119,3,7,Pulaski County                                              ,1396,1396,354960454,18,36,3776000,10,39,3194480,7,113,11175000,1395,1395,354672866,18,36,3776000,10,39,3194480,7,113,11175000
202511,05,121,3,7,Randolph County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,123,3,7,St. Francis County                                          ,1,1,296017,0,0,0,0,0,0,0,0,0,1,1,296017,0,0,0,0,0,0,0,0,0
202511,05,125,3,7,Saline County                                               ,381,381,96130770,0,0,0,0,0,0,0,0,0,320,320,79452641,0,0,0,0,0,0,0,0,0
202511,05,127,3,7,Scott County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,129,3,7,Searcy County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,131,3,7,Sebastian County                                            ,122,122,34891403,111,222,27793782,0,0,0,7,112,10002600,119,119,34454969,111,222,27793782,0,0,0,7,112,10002600
202511,05,133,3,7,Sevier County                                               ,3,3,183333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,135,3,7,Sharp County                                                ,15,15,2613540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,137,3,7,Stone County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,139,3,7,Union County                                                ,18,18,2963948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,141,3,7,Van Buren County                                            ,5,5,1726750,0,0,0,0,0,0,0,0,0,5,5,1726750,0,0,0,0,0,0,0,0,0
202511,05,143,3,7,Washington County                                           ,1464,1464,502053732,12,24,5208957,2,6,1042000,25,978,219539735,1453,1453,499173245,12,24,5208957,2,6,1042000,25,978,219539735
202511,05,145,3,7,White County                                                ,236,236,45771854,2,4,400000,0,0,0,0,0,0,220,220,43966854,2,4,400000,0,0,0,0,0,0
202511,05,147,3,7,Woodruff County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202511,05,149,3,7,Yell County                                                 ,9,9,1770000,0,0,0,0,0,0,0,0,0,9,9,1770000,0,0,0,0,0,0,0,0,0
202511,06,001,4,9,Alameda County                                              ,1020,1020,396475162,16,32,7094899,3,11,2049724,41,1168,254867093,955,955,365623178,10,20,3650323,3,11,2049724,27,1053,235234579
202511,06,003,4,9,Alpine County                                               ,3,3,3427160,0,0,0,0,0,0,0,0,0,3,3,3427160,0,0,0,0,0,0,0,0,0
202511,06,005,4,9,Amador County                                               ,60,60,14287902,0,0,0,0,0,0,0,0,0,56,56,12586962,0,0,0,0,0,0,0,0,0
